"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score","success","gross_scale","budget_scale","imdb_score_scale"
"Split Second ",96,"Tony Maylam",6,"Michael J. Pollard",206,"Alun Armstrong",192,"Alastair Duncan",38,39,75,8391,493,0,"appearing from water|breasts|creature|partner|water",0,"Color","Action|Crime|Horror|Sci-Fi|Thriller",1992,"English","UK","R",1.85,"http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1",5430822,7000000,6.2,"0",0.00832612120138327,0.0233326236217065,0.589041095890411
"Tomorrowland ",130,"Brad Bird",663,"Judy Greer",2000,"Chris Bauer",638,"Thomas Robinson",604,443,497,128306,5046,37000,"boy genius|futuristic city|inventor|teenage girl|time travel",2,"Color","Action|Adventure|Family|Mystery|Sci-Fi",2015,"English","USA","PG",2.2,"http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1",93417865,190000000,6.5,"0",0.143239041636808,0.633333066888695,0.63013698630137
"Timeline ",116,"Richard Donner",503,"Paul Walker",23000,"Gerard Butler",18000,"Ethan Embry",982,123,457,53057,43887,0,"castle|france|professor|student|time machine",0,"Color","Action|Adventure|Sci-Fi",2003,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0300556/?ref_=fn_tt_tt_1",19480739,80000000,5.6,"0",0.0298692401620389,0.266666133777391,0.506849315068493
"Holes ",117,"Andrew Davis",99,"Tim Blake Nelson",596,"Zane Holtz",265,"Ski Carr",165,106,331,58222,1293,0,"bad luck|camp|curse|digging|hole",0," Black and White","Adventure|Comedy|Drama|Family|Mystery",2003,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1",67325559,20000000,7.1,"1",0.10323100086932,0.0666659884439516,0.712328767123288
"The Big Short ",130,"Adam McKay",285,"Ryan Gosling",33000,"Christian Bale",23000,"Charlie Talbert",767,426,374,182983,57308,99000,"bank|banking|finance|fraud|mortgage",4,"Color","Biography|Comedy|Drama|History",2015,"English","USA","R",2.35,"http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1",70235322,28000000,7.8,"1",0.107692619429509,0.0933326744884101,0.808219178082192
"Dangerous Liaisons ",119,"Stephen Frears",350,"Keanu Reeves",18000,"Peter Capaldi",17000,"Swoosie Kurtz",418,51,143,52846,35501,0,"catholic|corruption|emotional abuse|france|seduction",2,"Color","Drama|Romance",1988,"English","USA","R",1.85,"http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1",34700000,14000000,7.7,"1",0.0532053460063843,0.0466659739106077,0.794520547945206
"Eulogy ",85,"Michael Clancy",0,"Zooey Deschanel",11000,"Rip Torn",826,"Kelly Preston",742,27,68,7690,14656,376,"dysfunctional family|family relationships|family reunion|funeral|twin",6,"Color","Comedy|Drama",2004,"English","USA","R",1.85,"http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1",70527,6500000,6.7,"0",0.00010703543388673,0.0216659557439278,0.657534246575343
"My Best Friend's Wedding ",105,"P.J. Hogan",29,"Julia Roberts",8000,"Christopher Masterson",1000,"Rupert Everett",692,84,169,98199,12344,0,"best friend|chick flick|male female friendship|promise|wedding",1,"Color","Comedy|Romance",1997,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1",126805112,46000000,6.3,"0",0.194432613377467,0.153332718088442,0.602739726027397
"The Last House on the Left ",114,"Dennis Iliadis",29,"Tony Goldwyn",956,"Monica Potter",878,"Martha MacIsaac",616,241,279,67822,3861,0,"kidnapping|lake|microwave oven|psychopath|woods",0,"Color","Crime|Horror|Thriller",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1",32721635,15000000,6.6,"0",0.0501718652717581,0.049999309666165,0.643835616438356
"The Good Girl ",93,"Miguel Arteta",44,"Jake Gyllenhaal",15000,"Zooey Deschanel",11000,"Tim Blake Nelson",596,107,298,37952,27646,938,"dysfunctional marriage|marijuana|small town|store|trying to conceive",3,"Color","Drama|Romance",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0279113/?ref_=fn_tt_tt_1",14015786,5000000,6.5,"0",0.0214896794433961,0.0166659521105919,0.63013698630137
"Magnolia ",188,"Paul Thomas Anderson",0,"Patton Oswalt",786,"Neil Flynn",625,"Jim Meskimen",272,224,1437,241030,1906,13000,"abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline",1,"Color","Drama",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0175880/?ref_=fn_tt_tt_1",22450975,37000000,8,"0",0.0344235836139769,0.123332696288426,0.835616438356165
"The Hunger Games: Mockingjay - Part 1 ",123,"Francis Lawrence",508,"Jennifer Lawrence",34000,"Philip Seymour Hoffman",22000,"Josh Hutcherson",14000,403,591,305008,81385,52000,"based on young adult novel|manipulation|rebellion|symbol|uprising",1,"Color","Adventure|Sci-Fi|Thriller",2014,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1",337103873,125000000,6.7,"0",0.516889409777153,0.41666624277747,0.657534246575343
"Super 8 ",112,"J.J. Abrams",14000,"Joel Courtney",1000,"AJ Michalka",560,"Zach Mills",417,539,849,287822,3388,37000,"deputy|group of friends|time|train|train crash",0,"Color","Mystery|Sci-Fi|Thriller",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1",126975169,50000000,7.1,"1",0.194693366389822,0.166666061110671,0.712328767123288
"Ghosts of Mars ",98,"John Carpenter",0,"Jason Statham",26000,"Clea DuVall",1000,"Natasha Henstridge",900,156,460,43006,28867,0,"head on a stake|machine gun|martian|nuclear reactor|outer space",5,"Color","Action|Horror|Sci-Fi",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1",8434601,28000000,4.9,"0",0.0129318970453629,0.0933326744884101,0.410958904109589
"Seven Years in Tibet ",136,"Jean-Jacques Annaud",218,"Brad Pitt",11000,"Mako",691,"Victor Wong",400,76,119,96385,12226,0,"austria|dalai lama|himalaya|mountain|tibet",1,"Color","Adventure|Biography|Drama|History|War",1997,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1",37901509,70000000,7,"0",0.0581143066244869,0.233332776221817,0.698630136986301
"Half Nelson ",106,"Ryan Fleck",31,"Ryan Gosling",33000,"Tristan Mack Wilds",519,"Jeff Lima",71,208,189,70885,33734,0,"bathroom|classroom|dialectics|drugs|student",2,"Color","Drama",2006,"English","USA","R",1.85,"http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1",2694973,700000,7.2,"1",0.00413116969630385,0.00233260836169541,0.726027397260274
"Bringing Down the House ",105,"Adam Shankman",163,"Angus T. Jones",1000,"Kimberly J. Brown",409,"Steve Harris",338,121,236,30058,2505,800,"divorce|lawyer|spanking|villain arrested|wrongful conviction",2,"Color","Comedy",2003,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0305669/?ref_=fn_tt_tt_1",132541238,33000000,5.5,"0",0.203227971014904,0.109999353266197,0.493150684931507
"The Theory of Everything ",123,"James Marsh",120,"Eddie Redmayne",13000,"Emily Watson",876,"Simon McBurney",149,419,388,265507,14100,90000,"based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist",0,"Color","Biography|Drama|Romance",2014,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1",35887263,15000000,7.7,"1",0.0550258085789806,0.049999309666165,0.794520547945206
"Dark City ",111,"Alex Proyas",295,"Rufus Sewell",3000,"William Hurt",882,"Bruce Spence",531,222,624,156929,4696,14000,"memory|murder|neo noir|retrofuturism|tech noir",1,"Color","Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller",1998,"English","Australia","R",2.35,"http://www.imdb.com/title/tt0118929/?ref_=fn_tt_tt_1",14337579,27000000,7.7,"0",0.0219830933816924,0.0899993387328528,0.794520547945206
"12 Years a Slave ",134,"Steve McQueen",0,"Quvenzhané Wallis",2000,"Scoot McNairy",660,"Taran Killam",500,597,695,439176,4251,83000,"racism|separation from family|social injustice|torture|whipping",0,"Color","Biography|Drama|History",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1",56667870,20000000,8.1,"1",0.0868892771443561,0.0666659884439516,0.849315068493151
"Les Misérables ",158,"Tom Hooper",0,"Hugh Jackman",20000,"Eddie Redmayne",13000,"Anne Hathaway",11000,488,845,243834,46204,144000,"barricade|innkeeper|parole|rebellion|student",1,"Color","Drama|Musical|Romance",2012,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1",148775460,61000000,7.6,"1",0.228120344100075,0.203332754421802,0.780821917808219
"Knight and Day ",117,"James Mangold",446,"Tom Cruise",10000,"Marc Blucas",973,"Jordi Mollà",877,283,348,148280,12731,11000,"chase|fbi|garage|spy|surveillance",0,"Color","Action|Comedy|Romance",2010,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1",76418654,117000000,6.3,"0",0.117173690161046,0.389999556733011,0.602739726027397
"The Roommate ",91,"Christian E. Christiansen",26,"Leighton Meester",3000,"Danneel Ackles",1000,"Frances Fisher",638,138,115,29147,5349,0,"animal abuse(non graphic)|cat killer|college|dead cat|death of cat",1,"Color","Drama|Horror|Thriller",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1",37300107,16000000,4.8,"0",0.0571921606196972,0.0533326454217223,0.397260273972603
"Dead Snow ",91,"Tommy Wirkola",75,"Bjørn Sundquist",35,"Stig Frode Henriksen",16,"Ane Dahl Torp",13,224,200,54601,116,23000,"medical student|nazi|snow|snowmobile|zombie",0,"Color","Comedy|Horror",2009,"Norwegian","Norway","Not Rated",1.85,"http://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1",41709,800000,6.4,"0",0.0000628480125512004,0.00266594193725114,0.616438356164384
"10 Cloverfield Lane ",104,"Dan Trachtenberg",16,"Bradley Cooper",14000,"John Gallagher Jr.",338,"Sumalee Montano",82,411,440,126893,14504,33000,"alien|bunker|car crash|kidnapping|minimal cast",0,"Color","Drama|Horror|Mystery|Sci-Fi|Thriller",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1",71897215,15000000,7.3,"1",0.110240845059516,0.049999309666165,0.73972602739726
"The Sweeney ",112,"Nick Love",63,"Hayley Atwell",2000,"Ray Winstone",1000,"Alan Ford",422,111,99,16445,4810,0,"bank|criminal|detective|flying squad|policewoman",4,"Color","Action|Crime|Drama",2012,"English","UK","R",2.35,"http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1",26345,3000000,6.1,"0",0.0000392899744708663,0.00999928059947723,0.575342465753425
"The Purge ",85,"James DeMonaco",65,"Rhys Wakefield",942,"Adelaide Kane",810,"Chris Mulkey",535,361,578,139329,3708,31000,"class differences|killing spree|one night|suburb|violence",0,"Color","Horror|Sci-Fi|Thriller",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt2184339/?ref_=fn_tt_tt_1",64423650,3000000,5.7,"0",0.098781425060438,0.00999928059947723,0.52054794520548
"The Curious Case of Benjamin Button ",166,"David Fincher",21000,"Brad Pitt",11000,"Jason Flemyng",1000,"Julia Ormond",919,362,822,459346,13333,23000,"deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging",2,"Color","Drama|Fantasy|Romance",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1",127490802,150000000,7.8,"0",0.195484000459691,0.499999636666403,0.808219178082192
"The Avengers ",173,"Joss Whedon",0,"Chris Hemsworth",26000,"Robert Downey Jr.",21000,"Scarlett Johansson",19000,703,1722,995415,87697,123000,"alien invasion|assassin|battle|iron man|soldier",3,"Color","Action|Adventure|Sci-Fi",2012,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1",623279547,220000000,8.1,"1",0.955690335692076,0.733333139555415,0.849315068493151
"Space Jam ",88,"Joe Pytka",30,"Bill Murray",13000,"Wayne Knight",967,"Michael Jordan",366,46,123,112167,15001,0,"alien|basketball|basketball game|cult film|monstars",1,"Color","Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport",1996,"English","USA","PG",1.77,"http://www.imdb.com/title/tt0117705/?ref_=fn_tt_tt_1",90443603,80000000,6.3,"0",0.138678525009831,0.266666133777391,0.602739726027397
"Swing Vote ",120,"Joshua Michael Stern",0,"Madeline Carroll",1000,"Judge Reinhold",901,"Nathan Lane",886,131,79,15079,6212,1000,"ballot|election|new mexico|vote|voting",1,"Color","Comedy|Drama",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1",16284360,21000000,6.1,"0",0.0249681455121316,0.0699993241995089,0.575342465753425
"Oculus ",104,"Mike Flanagan",59,"James Lafferty",972,"Rory Cochrane",407,"Garrett Ryan",202,336,339,85688,2071,23000,"home office|mirror|released from a mental hospital|trauma|video camera",0,"Color","Horror|Mystery",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1",27689474,5000000,6.5,"0",0.0424559162699119,0.0166659521105919,0.63013698630137
"Madagascar 3: Europe's Most Wanted ",93,"Eric Darnell",35,"Jada Pinkett Smith",851,"Martin Short",770,"Cedric the Entertainer",436,211,154,119213,2444,17000,"animal|circus|island name in title|lemur|penguin",0,"Color","Adventure|Animation|Comedy|Family",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1",216366733,145000000,6.9,"0",0.331759876984231,0.483332957888616,0.684931506849315
"Muppets Most Wanted ",119,"James Bobin",33,"Ty Burrell",3000,"Tina Fey",2000,"Hugh Bonneville",518,277,110,24285,6089,10000,"europe|frog|gulag|prison break|puppet",4,"Color","Adventure|Comedy|Crime|Family|Musical",2014,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1",51178893,50000000,6.4,"0",0.0784728797746561,0.166666061110671,0.616438356164384
"Tootsie ",116,"Sydney Pollack",521,"Bill Murray",13000,"Sydney Pollack",521,"Teri Garr",481,94,194,77366,14701,0,"actor|actress|friend|love|reputation",1,"Color","Comedy|Drama|Romance",1982,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1",177200000,22000000,7.4,"1",0.271704462541623,0.0733326599550662,0.753424657534247
"Mr 3000 ",104,"Charles Stone III",30,"Bernie Mac",1000,"Chris Noth",962,"Paul Sorvino",635,63,63,12164,4462,491,"baseball|baseball movie|cartoon on tv|dodge viper|retirement",1,"Color","Comedy|Drama|Romance|Sport",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1",21800302,30000000,5.5,"0",0.0334258890479886,0.0999993459995247,0.493150684931507
"Jade ",107,"William Friedkin",607,"Michael Biehn",2000,"Chazz Palminteri",979,"Linda Fiorentino",602,50,70,9227,5461,422,"blackmail|investigation|murder|panties pulled down|prostitution",0,"Color","Crime|Drama|Thriller",1995,"English","USA","R",1.85,"http://www.imdb.com/title/tt0113451/?ref_=fn_tt_tt_1",9795017,50000000,5.1,"0",0.0150178598111202,0.166666061110671,0.438356164383562
"The Sea Inside ",125,"Alejandro Amenábar",448,"Belén Rueda",273,"Lola Dueñas",114,"Tamar Novas",93,157,140,64556,529,0,"dignity|euthanasia|freedom|lawyer|sailor",1,"Color","Biography|Drama|Romance",2004,"Spanish","Spain","PG-13",2.35,"http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1",2086345,10000000,8.1,"0",0.00319794386964695,0.0333326308883784,0.849315068493151
"The Juror ",118,"Brian Gibson",13,"Joseph Gordon-Levitt",23000,"Demi Moore",2000,"Anne Heche",643,28,62,13995,26907,353,"breasts|mafia|sex scene|temple|woods",1,"Color","Drama|Thriller",1996,"English","USA","R",2.35,"http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1",44834712,44000000,5.6,"0",0.0687451749070095,0.146666046577327,0.506849315068493
"A Serious Man ",106,"Ethan Coen",1000,"Michael Stuhlbarg",816,"Fred Melamed",105,"Peter Breitmayer",98,341,324,102125,1120,10000,"bar mitzvah|jewish|marital breakup|nose job|rabbi",1,"Color","Comedy|Drama",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1",9190525,7000000,7,"0",0.0140909758254877,0.0233326236217065,0.698630136986301
"Ong-bak 2 ",110,"Tony Jaa",0,"Nirut Sirichanya",64,"Petchtai Wongkamlao",45,"Sarunyu Wongkrachang",7,110,72,24570,134,0,"cult film|elephant|jungle|martial arts|stylized violence",0,"Color","Action",2008,"Thai","Thailand","R",2.35,"http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1",102055,300000000,6.2,"0",0.000155378171754253,1,0.589041095890411
"Air Force One ",124,"Wolfgang Petersen",249,"Harrison Ford",11000,"Gary Oldman",10000,"Dean Stockwell",936,142,393,146134,23603,0,"ex soldier|hijacker|hostage|president|terrorist",1,"Color","Action|Adventure|Drama|Thriller",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0118571/?ref_=fn_tt_tt_1",172620724,85000000,6.4,"0",0.264682934398669,0.283332812555177,0.616438356164384
"The Ice Storm ",112,"Ang Lee",0,"Joan Allen",805,"Kate Burton",223,"Henry Czerny",177,124,287,46396,1466,0,"ice|ice storm|storm|thanksgiving|virgin",0,"Color","Drama",1997,"English","USA","R",1.85,"http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1",7837632,18000000,7.5,"0",0.0120165482797564,0.059999316932837,0.767123287671233
"Ali ",165,"Michael Mann",0,"Will Smith",10000,"Jada Pinkett Smith",851,"Joe Morton",780,174,386,79186,14196,0,"african american protagonist|african americans|boxing gym|gym|rumble in the jungle",1," Black and White","Biography|Drama|Sport",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1",58183966,107000000,6.8,"0",0.0892139482782691,0.356666199177438,0.671232876712329
"Like Mike ",99,"John Schultz",13,"Brenda Song",1000,"Robert Forster",889,"Anne Meara",837,39,72,15074,3679,1000,"basketball|lightning|nba|orphanage|shoe",7,"Color","Comedy|Family|Fantasy|Sport",2002,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1",51432423,30000000,5.1,"0",0.0788616242028328,0.0999993459995247,0.438356164383562
"Astro Boy ",94,"David Bowers",42,"Nicolas Cage",12000,"Charlize Theron",9000,"Dee Bradley Baker",668,138,77,25681,23365,0,"betrayal|futuristic|gladiator|robot|scientist",1,"Color","Action|Animation|Comedy|Family|Sci-Fi",2009,"English","Hong Kong","PG",2.35,"http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1",19548064,65000000,6.3,"0",0.0299724714113073,0.216666097444031,0.602739726027397
"The Sweet Hereafter ",112,"Atom Egoyan",460,"Bruce Greenwood",990,"Sarah Polley",900,"Simon Baker",395,120,196,26720,2820,920,"anger|bus|child|lawyer|school",0,"Color","Drama",1997,"English","Canada","R",2.35,"http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1",4306697,5000000,7.7,"0",0.00660246983734696,0.0166659521105919,0.794520547945206
"Mirrormask ",101,"Dave McKean",21,"Stephanie Leonidas",420,"Gina McKee",291,"Rob Brydon",161,116,151,20275,1215,0,"circus|dark fantasy|dream|dream world|fantasy world",0,"Color","Adventure|Fantasy",2005,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0366780/?ref_=fn_tt_tt_1",864959,4000000,6.9,"0",0.00132515957527145,0.0133326163550346,0.684931506849315
"Heaven's Gate ",325,"Michael Cimino",517,"Jeff Bridges",12000,"Sam Waterston",849,"Isabelle Huppert",678,102,189,9830,14255,1000,"1890s|hired gun|immigrant|johnson county war|sheriff",0,"Color","Adventure|Drama|Western",1980,"English","USA","R",2.35,"http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1",1500000,44000000,6.8,"0",0.00229888517150762,0.146666046577327,0.671232876712329
"Deep Rising ",106,"Stephen Sommers",208,"Djimon Hounsou",3000,"Jason Flemyng",1000,"Wes Studi",855,106,273,26551,6558,0,"creature feature|hijacker|ocean|ship|shot in the leg",0,"Color","Action|Adventure|Horror|Sci-Fi",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1",11146409,45000000,6,"0",0.0170899858328239,0.149999382332884,0.561643835616438
"The Brown Bunny ",93,"Vincent Gallo",787,"Vincent Gallo",787,"Cheryl Tiegs",96,"Anna Vareschi",0,115,226,11487,883,952,"boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute",0,"Color","Drama",2003,"English","USA","Not Rated",1.66,"http://www.imdb.com/title/tt0330099/?ref_=fn_tt_tt_1",365734,10000000,5,"0",0.000559684337009665,0.0333326308883784,0.424657534246575
"Source Code ",93,"Duncan Jones",0,"Jake Gyllenhaal",15000,"Cas Anvar",491,"Russell Peters",355,522,571,379462,16034,56000,"bomber|time|time loop|train|trapped in a time loop",3,"Color","Mystery|Sci-Fi|Thriller",2011,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1",54696902,32000000,7.5,"0",0.0838671384305369,0.106666017510639,0.767123287671233
"Insidious: Chapter 3 ",97,"Leigh Whannell",482,"Lin Shaye",852,"Hayley Kiyoko",542,"Leigh Whannell",482,242,183,54190,2426,29000,"demon|possession|psychic|supernatural|teenager",0,"Color","Fantasy|Horror|Thriller",2015,"English","Canada","PG-13",2.35,"http://www.imdb.com/title/tt3195644/?ref_=fn_tt_tt_1",52200504,10000000,6.1,"0",0.0800393436409205,0.0333326308883784,0.575342465753425
"Do the Right Thing ",120,"Spike Lee",0,"Ruby Dee",782,"John Savage",652,"Danny Aiello",388,103,418,59524,2892,0,"black militant|frustration|pizza|pizza parlor|pizzeria",2,"Color","Drama",1989,"English","USA","R",1.85,"http://www.imdb.com/title/tt0097216/?ref_=fn_tt_tt_1",27545445,6500000,7.9,"1",0.0422350726961894,0.0216659557439278,0.821917808219178
"Scary Movie 5 ",88,"Malcolm D. Lee",92,"Marisa Saks",31000,"Snoop Dogg",881,"Molly Shannon",636,153,177,50337,34319,13000,"2010s|ape|ballet|psychic|supernatural",8,"Color","Comedy",2013,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1",32014289,20000000,3.5,"0",0.0490872724571284,0.0666659884439516,0.219178082191781
"The Nutcracker in 3D ",110,"Andrey Konchalovskiy",96,"Shirley Henderson",887,"Nathan Lane",886,"Richard E. Grant",554,47,24,2508,2728,788,"box office flop|christmas|christmas eve|critically bashed|toy comes to life",0,"Color","Action|Family|Fantasy|Musical",2010,"English","UK","PG",2.35,"http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1",190562,90000000,4.4,"0",0.000291088356366074,0.299999491332964,0.342465753424658
"Before Sunset ",80,"Richard Linklater",0,"Vernon Dobtcheff",50,"Albert Delpy",8,"Marie Pillet",3,211,492,168398,65,13000,"book|bookstore|love|simultaneity|train",0,"Color","Drama|Romance",2004,"English","USA","R",1.85,"http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1",5792822,2700000,8,"1",0.00888118562373946,0.00899927987281004,0.835616438356165
"Rush ",123,"Ron Howard",2000,"Chris Hemsworth",26000,"Olivia Wilde",10000,"Alexandra Maria Lara",471,393,475,312629,37206,83000,"1970s|female rear nudity|formula 1|rivalry|sex with a nurse",0,"Color","Action|Biography|Drama|Sport",2013,"English","UK","R",2.35,"http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1",26903709,38000000,8.1,"0",0.0412510814747939,0.126666032043983,0.849315068493151
"Anacondas: The Hunt for the Blood Orchid ",97,"Dwight H. Little",27,"Nicholas Gonzalez",601,"Salli Richardson-Whitfield",543,"Johnny Messner",522,94,144,22243,2730,686,"anaconda|blood|borneo|flower|orchid",0,"Color","Action|Adventure|Horror|Thriller",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1",31526393,25000000,4.6,"0",0.0483391682819629,0.0833326672217382,0.36986301369863
"Little Boy ",106,"Alejandro Monteverde",38,"Tom Wilkinson",1000,"Cary-Hiroyuki Tagawa",1000,"Michael Rapaport",975,45,122,15978,5705,15000,"",0,"Color","Drama|War",2015,"English","Mexico","PG-13",2.35,"http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1",6420319,20000000,7.4,"0",0.00984334380007989,0.0666659884439516,0.753424657534247
"A Walk on the Moon ",107,"Tony Goldwyn",956,"Viggo Mortensen",10000,"Julie Kavner",233,"Tovah Feldshuh",113,47,114,6782,10368,860,"adulterous wife|cheating wife|summer|unfaithfulness|woodstock",1,"Color","Drama",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1",4741987,14000000,6.6,"0",0.00726991180532326,0.0466659739106077,0.643835616438356
"The Pledge ",124,"Sean Penn",0,"Costas Mandylor",723,"Adrien Dorval",44,"Nels Lennarson",19,150,531,42621,793,0,"nevada|pledge|police|porcupine|search",0,"Color","Crime|Drama|Mystery|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1",19719930,45000000,6.8,"0",0.0302359982124472,0.149999382332884,0.671232876712329
"Up Close & Personal ",124,"Jon Avnet",50,"Joe Mantegna",1000,"Stockard Channing",944,"Raymond Cruz",672,34,54,11370,3653,829,"journalism|news anchor|newscast|newscaster|tv journalism",2,"Color","Drama|Romance",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1",51045801,60000000,6.1,"0",0.0782688061997936,0.199999418666244,0.575342465753425
"Roger & Me ",91,"Michael Moore",909,"Michael Moore",909,"Pat Boone",91,"Bob Eubanks",42,40,133,22800,1048,667,"factory|flint michigan|general motors|michigan|quest",0,"Color","Documentary",1989,"English","USA","R",1.66,"http://www.imdb.com/title/tt0098213/?ref_=fn_tt_tt_1",6706368,160000,7.5,"1",0.0102819504933135,0.000532607053694462,0.767123287671233
"House of Flying Daggers ",119,"Yimou Zhang",611,"Takeshi Kaneshiro",755,"Andy Lau",483,"Zhengyong Zhang",4,248,420,92295,1244,0,"flying|flying dagger|government|police|secret",3,"Color","Action|Adventure|Drama|Romance",2004,"Mandarin","China","PG-13",2.35,"http://www.imdb.com/title/tt0385004/?ref_=fn_tt_tt_1",11041228,100000000,7.6,"0",0.0169287089515868,0.333332848888537,0.780821917808219
"Twins ",107,"Ivan Reitman",425,"Kelly Preston",742,"Tony Jay",384,"Hugh O'Brian",247,27,79,87538,2151,0,"bare chested male|brother|catholic orphanage|long lost siblings|twins",1,"Color","Comedy|Crime",1988,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1",111936400,15000000,6,"0",0.171634013826471,0.049999309666165,0.561643835616438
